11:02:41 [vbs]> Inicio (Compra/Venta: V | Session: 168776359 | PDF: LHT0_5254001_00_01.12.16_EUR_002901100.pdf)
11:55:58 [vbs]> Fin (Compra/Venta: V | Session: 168776359 | PDF: LHT0_5255102_00_02.12.16_EUR_002901100.pdf)
11:58:33 [vbs]> Inicio (Compra/Venta: V | Session: 168776359 | PDF: LHT0_5255201_00_02.12.16_EUR_002901100.pdf)
11:58:34 [vbs]> Fin (Compra/Venta: V | Session: 168776359 | PDF: LHT0_5255201_00_02.12.16_EUR_002901100.pdf)
11:58:49 [vbs]> Inicio (Compra/Venta: V | Session: 168776359 | PDF: LHT0_5255202_00_02.12.16_EUR_002901100.pdf)
11:58:50 [vbs]> Fin (Compra/Venta: V | Session: 168776359 | PDF: LHT0_5255202_00_02.12.16_EUR_002901100.pdf)
12:02:58 [vbs]> Inicio (Compra/Venta: V | Session: 168776359 | PDF: LHT0_5254802_00_02.12.16_EUR_002901100.pdf)
12:02:59 [vbs]> Fin (Compra/Venta: V | Session: 168776359 | PDF: LHT0_5254802_00_02.12.16_EUR_002901100.pdf)
12:04:14 [vbs]> Inicio (Compra/Venta: V | Session: 168776359 | PDF: LHT0_5254701_00_02.12.16_EUR_002901100.pdf)
12:04:15 [vbs]> Fin (Compra/Venta: V | Session: 168776359 | PDF: LHT0_5254701_00_02.12.16_EUR_002901100.pdf)
12:08:22 [vbs]> Inicio (Compra/Venta: V | Session: 168776359 | PDF: LHT0_5254702_00_02.12.16_EUR_002901100.pdf)
12:08:23 [vbs]> Fin (Compra/Venta: V | Session: 168776359 | PDF: LHT0_5254702_00_02.12.16_EUR_002901100.pdf)
12:13:24 [vbs]> Inicio (Compra/Venta: V | Session: 168776359 | PDF: LHT0_5254801_00_02.12.16_EUR_002901100.pdf)
12:13:25 [vbs]> Fin (Compra/Venta: V | Session: 168776359 | PDF: LHT0_5254801_00_02.12.16_EUR_002901100.pdf)
12:13:40 [vbs]> Inicio (Compra/Venta: V | Session: 168776359 | PDF: LHT0_5254701_00_02.12.16_EUR_002901100.pdf)
12:13:40 [vbs]> Fin (Compra/Venta: V | Session: 168776359 | PDF: LHT0_5254701_00_02.12.16_EUR_002901100.pdf)
17:20:04 [vbs]> Inicio (Compra/Venta: V | Session: 211623300 | PDF: LHT0_5254702_00_02.12.16_EUR_002901100.pdf)
17:20:06 [vbs]> Fin (Compra/Venta: V | Session: 211623300 | PDF: LHT0_5254702_00_02.12.16_EUR_002901100.pdf)
17:20:16 [vbs]> Inicio (Compra/Venta: V | Session: 211623300 | PDF: LHT0_5254701_00_02.12.16_EUR_002901100.pdf)
17:20:17 [vbs]> Fin (Compra/Venta: V | Session: 211623300 | PDF: LHT0_5254701_00_02.12.16_EUR_002901100.pdf)
17:29:47 [vbs]> Inicio (Compra/Venta: C | Session: 211623300 | PDF: LHT0_0049185_00_14.10.16_EUR_004923800.pdf)
17:29:48 [vbs]> Fin (Compra/Venta: C | Session: 211623300 | PDF: LHT0_0049185_00_14.10.16_EUR_004923800.pdf)
17:31:45 [vbs]> Inicio (Compra/Venta: V | Session: 211623300 | PDF: LHT0_5254801_00_02.12.16_EUR_002901100.pdf)
17:31:46 [vbs]> Fin (Compra/Venta: V | Session: 211623300 | PDF: LHT0_5254801_00_02.12.16_EUR_002901100.pdf)
17:34:40 [vbs]> Inicio (Compra/Venta: V | Session: 211623300 | PDF: LHT0_5254701_00_02.12.16_EUR_002901100.pdf)
17:34:41 [vbs]> Fin (Compra/Venta: V | Session: 211623300 | PDF: LHT0_5254701_00_02.12.16_EUR_002901100.pdf)
17:36:55 [vbs]> Inicio (Compra/Venta: V | Session: 211623300 | PDF: LHT0_5254702_00_02.12.16_EUR_002901100.pdf)
17:36:56 [vbs]> Fin (Compra/Venta: V | Session: 211623300 | PDF: LHT0_5254702_00_02.12.16_EUR_002901100.pdf)
17:37:45 [vbs]> Inicio (Compra/Venta: V | Session: 211623300 | PDF: LHT0_5254801_00_02.12.16_EUR_002901100.pdf)
17:37:45 [vbs]> Fin (Compra/Venta: V | Session: 211623300 | PDF: LHT0_5254801_00_02.12.16_EUR_002901100.pdf)
18:11:44 [vbs]> Inicio (Compra/Venta: V | Session: 224033488 | PDF: LHT0_5254701_00_02.12.16_EUR_002901100.pdf)
18:11:45 [vbs]> Fin (Compra/Venta: V | Session: 224033488 | PDF: LHT0_5254701_00_02.12.16_EUR_002901100.pdf)
18:12:00 [vbs]> Inicio (Compra/Venta: C | Session: 224033488 | PDF: LHTM_0049186_01_14.10.16_EUR_004923800.pdf)
18:12:01 [vbs]> Fin (Compra/Venta: C | Session: 224033488 | PDF: LHTM_0049186_01_14.10.16_EUR_004923800.pdf)
18:12:21 [vbs]> Inicio (Compra/Venta: C | Session: 224033488 | PDF: LHT0_0049185_00_14.10.16_EUR_004923800.pdf)
18:12:22 [vbs]> Fin (Compra/Venta: C | Session: 224033488 | PDF: LHT0_0049185_00_14.10.16_EUR_004923800.pdf)
18:13:16 [vbs]> Inicio (Compra/Venta: C | Session: 224033488 | PDF: LHT0_0021003_00_21.09.16_USD_003700600.pdf)
18:13:17 [vbs]> Fin (Compra/Venta: C | Session: 224033488 | PDF: LHT0_0021003_00_21.09.16_USD_003700600.pdf)
18:13:56 [vbs]> Inicio (Compra/Venta: C | Session: 224033488 | PDF: LHT0_0021003_00_21.09.16_USD_003700600.pdf)
18:13:57 [vbs]> Fin (Compra/Venta: C | Session: 224033488 | PDF: LHT0_0021003_00_21.09.16_USD_003700600.pdf)
18:14:14 [vbs]> Inicio (Compra/Venta: V | Session: 224033488 | PDF: LHT0_5254902_00_02.12.16_EUR_002901100.pdf)
18:14:15 [vbs]> Fin (Compra/Venta: V | Session: 224033488 | PDF: LHT0_5254902_00_02.12.16_EUR_002901100.pdf)
18:14:35 [vbs]> Inicio (Compra/Venta: V | Session: 224033488 | PDF: LHMA_5251501_01_24.11.16_EUR_002901100.pdf)
18:14:37 [vbs]> Fin (Compra/Venta: V | Session: 224033488 | PDF: LHMA_5251501_01_24.11.16_EUR_002901100.pdf)
18:23:50 [vbs]> Inicio (Compra/Venta: V | Session: 224033488 | PDF: LHMA_5251601_01_24.11.16_EUR_002901100.pdf)
18:23:51 [vbs]> Fin (Compra/Venta: V | Session: 224033488 | PDF: LHMA_5251601_01_24.11.16_EUR_002901100.pdf)
